Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
641,Bread,9,3/30/2025,692,Supermarket,South Andrewport,Vegan,Snacks
642,Chicken,38,3/29/2025,365,Restaurant,West Robert,Non-Vegetarian,Dinner
643,Salad,8,3/23/2025,240,Catering Service,Andreaborough,Vegan,Dinner
644,Bread,21,3/18/2025,42,Grocery Store,East Nicholasbury,Non-Vegetarian,Snacks
645,Soup,34,3/21/2025,643,Supermarket,North Ebony,Vegetarian,Breakfast
646,Fruits,44,3/17/2025,417,Restaurant,East Ashleyshire,Vegetarian,Breakfast
647,Rice,1,3/18/2025,184,Grocery Store,Velazquezview,Vegan,Snacks
648,Rice,42,3/23/2025,904,Grocery Store,West Miaside,Non-Vegetarian,Breakfast
649,Dairy,8,3/30/2025,806,Supermarket,West Samuelfurt,Vegetarian,Lunch
650,Soup,40,3/16/2025,288,Supermarket,Maynardstad,Non-Vegetarian,Breakfast
651,Pasta,36,3/16/2025,72,Catering Service,Jasonstad,Non-Vegetarian,Snacks
652,Fruits,44,3/23/2025,634,Supermarket,Colemanton,Non-Vegetarian,Dinner
653,Soup,50,3/25/2025,573,Supermarket,New Thomasmouth,Non-Vegetarian,Breakfast
654,Bread,2,3/26/2025,765,Grocery Store,South Douglashaven,Vegetarian,Dinner
655,Salad,46,3/27/2025,491,Supermarket,Samanthabury,Non-Vegetarian,Snacks
656,Bread,26,3/25/2025,432,Restaurant,Carolchester,Vegetarian,Dinner
657,Rice,14,3/28/2025,239,Grocery Store,South Bradleyburgh,Vegan,Lunch
658,Vegetables,4,3/26/2025,769,Catering Service,Carrport,Non-Vegetarian,Dinner
659,Salad,4,3/27/2025,707,Supermarket,Laurietown,Non-Vegetarian,Dinner
660,Salad,42,3/17/2025,138,Grocery Store,North Sherrimouth,Vegetarian,Snacks
661,Bread,12,3/25/2025,906,Supermarket,West Kevin,Vegan,Dinner
662,Soup,47,3/30/2025,498,Grocery Store,East Craig,Vegan,Snacks
663,Dairy,42,3/24/2025,315,Restaurant,Lake Andrewmouth,Vegan,Snacks
664,Bread,34,3/20/2025,327,Restaurant,Villaborough,Non-Vegetarian,Breakfast
665,Pasta,7,3/18/2025,142,Catering Service,Mitchellmouth,Vegan,Dinner
666,Vegetables,47,3/21/2025,835,Catering Service,Thorntonbury,Non-Vegetarian,Dinner
667,Soup,30,3/21/2025,961,Restaurant,New Amanda,Vegetarian,Lunch
668,Salad,48,3/20/2025,357,Supermarket,Donnaborough,Non-Vegetarian,Snacks
669,Vegetables,14,3/27/2025,164,Grocery Store,Sylviabury,Vegetarian,Dinner
670,Salad,37,3/24/2025,289,Supermarket,Toddstad,Non-Vegetarian,Snacks
671,Salad,49,3/24/2025,498,Grocery Store,East Craig,Vegetarian,Breakfast
672,Bread,2,3/24/2025,555,Grocery Store,South Brenda,Vegetarian,Snacks
673,Rice,28,3/20/2025,677,Grocery Store,Williamsmouth,Vegan,Lunch
674,Vegetables,34,3/17/2025,518,Grocery Store,Anneville,Vegetarian,Lunch
675,Soup,25,3/26/2025,117,Restaurant,Amberton,Vegan,Dinner
676,Soup,15,3/23/2025,577,Catering Service,Lake Donna,Non-Vegetarian,Dinner
677,Dairy,43,3/16/2025,672,Catering Service,North Mariahchester,Vegan,Breakfast
678,Pasta,8,3/24/2025,177,Supermarket,South Nicholasville,Vegetarian,Snacks
679,Bread,24,3/24/2025,698,Grocery Store,Phillipsmouth,Non-Vegetarian,Snacks
680,Dairy,47,3/23/2025,499,Catering Service,Jonathanstad,Non-Vegetarian,Snacks
681,Bread,28,3/27/2025,616,Restaurant,Clarkberg,Non-Vegetarian,Breakfast
682,Pasta,30,3/25/2025,87,Grocery Store,West Adam,Vegetarian,Snacks
683,Soup,28,3/18/2025,726,Supermarket,Shortfurt,Vegetarian,Dinner
684,Rice,39,3/29/2025,221,Supermarket,Walterborough,Vegetarian,Snacks
685,Rice,39,3/18/2025,332,Restaurant,West Whitneymouth,Vegetarian,Dinner
686,Salad,15,3/28/2025,707,Supermarket,Laurietown,Vegetarian,Dinner
687,Pasta,5,3/29/2025,326,Supermarket,Lake Alicia,Vegan,Lunch
688,Salad,6,3/22/2025,536,Restaurant,South Donald,Vegan,Snacks
689,Pasta,34,3/21/2025,350,Restaurant,Port Dustin,Vegetarian,Breakfast
690,Fruits,43,3/16/2025,779,Supermarket,New Bobbytown,Vegetarian,Breakfast
691,Rice,21,3/28/2025,65,Grocery Store,Lake Raymondton,Vegan,Dinner
692,Bread,8,3/17/2025,332,Restaurant,West Whitneymouth,Non-Vegetarian,Dinner
693,Chicken,6,3/24/2025,563,Grocery Store,East Angela,Vegetarian,Dinner
694,Bread,50,3/22/2025,995,Supermarket,Manningshire,Vegetarian,Dinner
695,Fruits,17,3/23/2025,176,Restaurant,East John,Vegetarian,Breakfast
696,Rice,26,3/24/2025,752,Grocery Store,East Heatherport,Non-Vegetarian,Snacks
697,Chicken,42,3/21/2025,817,Restaurant,Walterton,Vegan,Breakfast
698,Rice,16,3/22/2025,872,Supermarket,Ramosville,Non-Vegetarian,Lunch
699,Salad,32,3/16/2025,777,Catering Service,Wilsonview,Non-Vegetarian,Dinner
700,Dairy,10,3/17/2025,840,Restaurant,Cisnerostown,Vegan,Breakfast
701,Salad,33,3/19/2025,192,Catering Service,Leslieville,Vegetarian,Lunch
702,Bread,6,3/25/2025,806,Supermarket,West Samuelfurt,Vegan,Snacks
703,Salad,35,3/29/2025,784,Restaurant,Gibsonfort,Vegetarian,Breakfast
704,Chicken,43,3/27/2025,518,Grocery Store,Anneville,Non-Vegetarian,Lunch
705,Fruits,39,3/30/2025,199,Catering Service,Christinamouth,Non-Vegetarian,Breakfast
706,Dairy,45,3/22/2025,224,Restaurant,East Lindsayville,Non-Vegetarian,Dinner
707,Soup,29,3/22/2025,625,Grocery Store,East Lisa,Vegetarian,Dinner
708,Rice,17,3/22/2025,800,Catering Service,East Amyfurt,Vegan,Lunch
709,Chicken,15,3/20/2025,127,Restaurant,Jasonland,Vegetarian,Breakfast
710,Chicken,41,3/22/2025,970,Catering Service,Jeffreybury,Non-Vegetarian,Lunch
711,Pasta,25,3/17/2025,632,Supermarket,Davidville,Vegan,Breakfast
712,Pasta,31,3/18/2025,263,Grocery Store,Chambersfort,Non-Vegetarian,Dinner
713,Fish,7,3/26/2025,108,Supermarket,East Austin,Vegan,Snacks
714,Pasta,5,3/25/2025,928,Catering Service,Zimmermanton,Vegetarian,Lunch
715,Soup,21,3/23/2025,46,Grocery Store,South Lisaberg,Non-Vegetarian,Breakfast
716,Dairy,29,3/21/2025,237,Supermarket,Frederickside,Vegetarian,Snacks
717,Salad,40,3/16/2025,108,Supermarket,East Austin,Non-Vegetarian,Breakfast
718,Vegetables,45,3/28/2025,801,Catering Service,North Joseph,Non-Vegetarian,Dinner
719,Pasta,44,3/20/2025,701,Restaurant,Browntown,Vegan,Snacks
720,Dairy,1,3/27/2025,849,Supermarket,South Christopherborough,Vegan,Snacks
721,Vegetables,20,3/22/2025,342,Catering Service,Matthewbury,Non-Vegetarian,Breakfast
722,Soup,43,3/26/2025,306,Catering Service,North Keith,Vegetarian,Dinner
723,Pasta,2,3/25/2025,762,Restaurant,West Lucasville,Vegetarian,Breakfast
724,Dairy,44,3/18/2025,459,Supermarket,Castilloport,Vegetarian,Lunch
725,Soup,47,3/30/2025,846,Supermarket,South Thomasville,Vegetarian,Breakfast
726,Soup,27,3/22/2025,719,Restaurant,East Cynthia,Vegetarian,Breakfast
727,Chicken,3,3/18/2025,285,Restaurant,West Corey,Vegetarian,Lunch
728,Dairy,28,3/28/2025,265,Catering Service,New Douglas,Vegetarian,Dinner
729,Rice,42,3/30/2025,253,Catering Service,Sharonton,Vegan,Lunch
730,Soup,15,3/19/2025,372,Restaurant,Lewisberg,Vegan,Lunch
731,Fruits,42,3/30/2025,324,Grocery Store,East Elizabeth,Vegetarian,Snacks
732,Soup,29,3/18/2025,734,Catering Service,Port Anita,Vegan,Dinner
733,Pasta,31,3/26/2025,736,Supermarket,East Anthony,Vegetarian,Snacks
734,Vegetables,5,3/27/2025,125,Supermarket,Lake April,Non-Vegetarian,Lunch
735,Fish,2,3/19/2025,459,Supermarket,Castilloport,Non-Vegetarian,Snacks
736,Fruits,33,3/24/2025,792,Catering Service,Mortonfort,Non-Vegetarian,Snacks
737,Fish,3,3/16/2025,930,Restaurant,Kellytown,Non-Vegetarian,Snacks
738,Fruits,5,3/24/2025,793,Grocery Store,West Brandon,Vegan,Snacks
739,Chicken,2,3/28/2025,186,Grocery Store,Evansmouth,Vegan,Breakfast
740,Salad,6,3/24/2025,964,Catering Service,Connieside,Vegetarian,Lunch
741,Fish,21,3/16/2025,776,Supermarket,Williamview,Vegan,Breakfast
742,Dairy,3,3/30/2025,483,Catering Service,Millerview,Vegetarian,Breakfast
743,Chicken,46,3/29/2025,308,Catering Service,Brittanyside,Vegan,Breakfast
744,Fish,13,3/17/2025,456,Grocery Store,North Katelyn,Non-Vegetarian,Snacks
745,Fruits,34,3/18/2025,961,Restaurant,New Amanda,Vegan,Breakfast
746,Bread,31,3/30/2025,293,Catering Service,Joneshaven,Non-Vegetarian,Lunch
747,Dairy,39,3/19/2025,238,Grocery Store,North Julieburgh,Vegan,Lunch
748,Soup,17,3/24/2025,472,Restaurant,Rebeccaburgh,Vegetarian,Breakfast
749,Salad,32,3/27/2025,140,Restaurant,Watsonstad,Non-Vegetarian,Lunch
750,Bread,17,3/25/2025,613,Grocery Store,Petersonburgh,Non-Vegetarian,Breakfast
751,Chicken,18,3/25/2025,720,Restaurant,Francisshire,Vegan,Snacks
752,Soup,12,3/17/2025,460,Grocery Store,Lake Justin,Vegan,Breakfast
753,Fruits,19,3/24/2025,182,Grocery Store,Port Jeffrey,Vegetarian,Breakfast
754,Dairy,37,3/30/2025,986,Supermarket,Port David,Non-Vegetarian,Dinner
755,Soup,4,3/17/2025,195,Supermarket,Justinhaven,Vegetarian,Dinner
756,Bread,5,3/19/2025,887,Supermarket,Strongmouth,Vegan,Snacks
757,Dairy,42,3/21/2025,282,Supermarket,Port Gregton,Vegetarian,Dinner
758,Rice,4,3/26/2025,989,Grocery Store,North Lauren,Non-Vegetarian,Dinner
759,Chicken,36,3/18/2025,779,Supermarket,New Bobbytown,Non-Vegetarian,Snacks
760,Dairy,28,3/26/2025,710,Catering Service,Mikaylachester,Non-Vegetarian,Dinner
761,Dairy,46,3/24/2025,217,Supermarket,Mooremouth,Vegetarian,Snacks
762,Soup,4,3/23/2025,76,Restaurant,Port Amandamouth,Vegetarian,Snacks
763,Fish,33,3/17/2025,846,Supermarket,South Thomasville,Vegan,Snacks
764,Vegetables,21,3/19/2025,9,Supermarket,Tinamouth,Vegetarian,Breakfast
765,Soup,1,3/28/2025,161,Supermarket,Perezport,Vegan,Lunch
766,Chicken,17,3/24/2025,463,Grocery Store,East Edwinburgh,Vegetarian,Breakfast
767,Salad,17,3/27/2025,952,Grocery Store,Samueltown,Vegan,Dinner
768,Soup,39,3/28/2025,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks
769,Chicken,27,3/25/2025,483,Catering Service,Millerview,Vegetarian,Lunch
770,Dairy,30,3/30/2025,770,Supermarket,East Melissa,Non-Vegetarian,Lunch
771,Chicken,9,3/23/2025,551,Restaurant,East Sandratown,Vegetarian,Dinner
772,Salad,37,3/23/2025,609,Restaurant,South Christopherborough,Vegan,Lunch
773,Fish,40,3/20/2025,509,Grocery Store,Cordovaborough,Vegetarian,Dinner
774,Dairy,2,3/16/2025,788,Supermarket,New Michaelmouth,Vegan,Breakfast
775,Pasta,7,3/17/2025,204,Supermarket,Lake Lauraton,Vegetarian,Dinner
776,Chicken,33,3/24/2025,249,Catering Service,Johnsonside,Vegetarian,Dinner
777,Fruits,5,3/18/2025,709,Restaurant,South Kathryn,Vegetarian,Dinner
778,Dairy,7,3/21/2025,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks
779,Bread,43,3/27/2025,74,Catering Service,Belindaville,Vegan,Lunch
780,Dairy,48,3/17/2025,162,Restaurant,Penabury,Vegan,Snacks
781,Bread,45,3/23/2025,33,Restaurant,Janetborough,Vegan,Snacks
782,Rice,49,3/28/2025,566,Catering Service,New Rachel,Non-Vegetarian,Snacks
783,Rice,4,3/20/2025,455,Catering Service,Madisonfort,Vegetarian,Snacks
784,Bread,1,3/26/2025,335,Grocery Store,North Gary,Non-Vegetarian,Dinner
785,Bread,10,3/16/2025,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch
786,Rice,4,3/30/2025,959,Grocery Store,North Victoriastad,Vegetarian,Dinner
787,Fish,48,3/24/2025,355,Restaurant,Port Patrick,Vegetarian,Dinner
788,Fish,26,3/30/2025,34,Grocery Store,North Garybury,Vegan,Dinner
789,Chicken,10,3/26/2025,673,Restaurant,New Connorfort,Vegan,Snacks
790,Chicken,2,3/21/2025,332,Restaurant,West Whitneymouth,Vegan,Dinner
791,Soup,23,3/29/2025,152,Catering Service,South Jacobport,Vegetarian,Breakfast
792,Chicken,15,3/17/2025,308,Catering Service,Brittanyside,Vegan,Breakfast
793,Fruits,5,3/24/2025,824,Supermarket,Lopezport,Vegan,Snacks
794,Fruits,21,3/27/2025,380,Restaurant,Lake Christophermouth,Vegan,Snacks
795,Dairy,3,3/19/2025,911,Restaurant,Garciatown,Non-Vegetarian,Dinner
796,Pasta,8,3/27/2025,798,Grocery Store,North Amanda,Vegetarian,Lunch
797,Dairy,40,3/27/2025,467,Catering Service,Phillipsfort,Vegan,Breakfast
798,Fish,3,3/30/2025,413,Catering Service,North Mike,Vegetarian,Lunch
799,Chicken,5,3/17/2025,764,Restaurant,New Travisshire,Vegetarian,Breakfast
800,Dairy,15,3/20/2025,193,Restaurant,North Lisaland,Vegan,Lunch
801,Chicken,50,3/18/2025,609,Restaurant,South Christopherborough,Vegan,Lunch
802,Soup,25,3/22/2025,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner
803,Chicken,13,3/27/2025,714,Catering Service,North William,Vegan,Snacks
804,Fruits,47,3/27/2025,16,Catering Service,West Vanessafort,Vegan,Breakfast
805,Chicken,1,3/22/2025,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner
806,Soup,12,3/27/2025,388,Supermarket,Manuelhaven,Vegetarian,Dinner
807,Salad,35,3/19/2025,474,Catering Service,South Nicole,Vegetarian,Dinner
808,Dairy,7,3/23/2025,868,Grocery Store,Rodriguezview,Vegetarian,Dinner
809,Dairy,48,3/29/2025,292,Supermarket,Mooneybury,Vegan,Breakfast
810,Bread,34,3/16/2025,993,Restaurant,East Stephanie,Vegan,Snacks
811,Salad,19,3/27/2025,513,Catering Service,West Larry,Non-Vegetarian,Dinner
812,Bread,49,3/19/2025,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch
813,Fish,33,3/23/2025,610,Supermarket,Allenton,Vegetarian,Breakfast
814,Bread,18,3/17/2025,287,Catering Service,Jefferyside,Vegan,Snacks
815,Pasta,50,3/22/2025,157,Restaurant,Bairdfort,Vegan,Snacks
816,Fruits,2,3/17/2025,965,Restaurant,Port Bryce,Vegetarian,Lunch
817,Rice,23,3/28/2025,363,Catering Service,East Brittanyland,Vegetarian,Snacks
818,Fish,50,3/29/2025,248,Restaurant,South Michellechester,Vegetarian,Dinner
819,Bread,35,3/28/2025,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast
820,Fruits,46,3/27/2025,753,Supermarket,South Randy,Non-Vegetarian,Lunch
821,Chicken,9,3/24/2025,167,Catering Service,Davidport,Non-Vegetarian,Lunch
822,Dairy,27,3/25/2025,237,Supermarket,Frederickside,Vegan,Lunch
823,Chicken,27,3/21/2025,587,Restaurant,Lake George,Vegan,Lunch
824,Bread,12,3/27/2025,993,Restaurant,East Stephanie,Vegetarian,Dinner
825,Salad,25,3/25/2025,995,Supermarket,Manningshire,Vegetarian,Breakfast
826,Bread,39,3/17/2025,50,Catering Service,West Danielborough,Vegan,Snacks
827,Salad,3,3/23/2025,907,Supermarket,South Marthahaven,Vegan,Snacks
828,Vegetables,21,3/24/2025,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast
829,Dairy,44,3/18/2025,262,Supermarket,New Carol,Vegan,Dinner
830,Vegetables,3,3/25/2025,847,Supermarket,Williamsonmouth,Vegetarian,Snacks
831,Pasta,24,3/22/2025,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast
832,Fish,19,3/16/2025,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast
833,Fruits,44,3/17/2025,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner
834,Pasta,43,3/18/2025,531,Catering Service,North Kylestad,Vegetarian,Dinner
835,Vegetables,17,3/29/2025,752,Grocery Store,East Heatherport,Vegetarian,Lunch
836,Salad,49,3/16/2025,685,Supermarket,Maysside,Vegan,Breakfast
837,Soup,50,3/24/2025,642,Catering Service,Lesterstad,Vegan,Snacks
838,Bread,38,3/29/2025,770,Supermarket,East Melissa,Vegetarian,Lunch
839,Chicken,6,3/17/2025,72,Catering Service,Jasonstad,Vegan,Lunch
840,Dairy,43,3/16/2025,548,Supermarket,Lisamouth,Vegan,Snacks
841,Chicken,15,3/25/2025,532,Grocery Store,Darrylchester,Vegan,Lunch
842,Bread,40,3/21/2025,205,Grocery Store,Carlbury,Vegan,Breakfast
843,Fruits,46,3/24/2025,515,Restaurant,Snyderton,Vegetarian,Dinner
844,Fish,46,3/29/2025,495,Supermarket,Brownshire,Non-Vegetarian,Dinner
845,Bread,14,3/20/2025,718,Restaurant,Port Victoria,Non-Vegetarian,Dinner
846,Salad,34,3/19/2025,894,Restaurant,Cannonside,Vegan,Snacks
847,Pasta,29,3/21/2025,887,Supermarket,Strongmouth,Vegan,Dinner
848,Dairy,32,3/25/2025,426,Catering Service,Taylorchester,Non-Vegetarian,Dinner
849,Pasta,29,3/21/2025,563,Grocery Store,East Angela,Vegan,Breakfast
850,Dairy,22,3/26/2025,67,Restaurant,Kentland,Vegan,Breakfast
851,Fruits,35,3/18/2025,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks
852,Vegetables,49,3/20/2025,363,Catering Service,East Brittanyland,Non-Vegetarian,Snacks
853,Rice,18,3/27/2025,841,Restaurant,Lake Tamara,Vegan,Snacks
854,Fish,33,3/22/2025,804,Restaurant,North Ashley,Vegan,Breakfast
855,Salad,28,3/25/2025,596,Restaurant,Zimmermanville,Vegetarian,Lunch
856,Rice,44,3/23/2025,501,Grocery Store,Jordanhaven,Vegetarian,Snacks
857,Pasta,47,3/17/2025,97,Supermarket,Reyesshire,Vegetarian,Dinner
858,Fruits,13,3/22/2025,413,Catering Service,North Mike,Non-Vegetarian,Snacks
859,Pasta,1,3/26/2025,319,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast
860,Fish,37,3/17/2025,934,Grocery Store,Steveport,Vegetarian,Lunch
861,Dairy,45,3/26/2025,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner
862,Dairy,4,3/19/2025,237,Supermarket,Frederickside,Non-Vegetarian,Lunch
863,Fruits,30,3/20/2025,57,Grocery Store,Port Robin,Vegan,Breakfast
864,Soup,11,3/28/2025,741,Catering Service,West Anthonymouth,Vegetarian,Snacks
865,Fish,25,3/20/2025,837,Supermarket,South Charles,Non-Vegetarian,Snacks
866,Fish,7,3/29/2025,169,Grocery Store,Lindseyland,Vegetarian,Dinner
867,Soup,1,3/21/2025,870,Supermarket,New Hollyfurt,Vegetarian,Snacks
868,Soup,4,3/22/2025,504,Catering Service,Gaineschester,Non-Vegetarian,Snacks
869,Fish,27,3/20/2025,40,Restaurant,Jennifertown,Vegan,Snacks
870,Fish,3,3/30/2025,653,Catering Service,Cameronside,Vegetarian,Breakfast
871,Chicken,7,3/16/2025,875,Grocery Store,South William,Non-Vegetarian,Lunch
872,Vegetables,50,3/29/2025,717,Catering Service,Pamelaberg,Vegetarian,Snacks
873,Rice,49,3/29/2025,712,Restaurant,Huberstad,Vegan,Lunch
874,Bread,45,3/17/2025,655,Restaurant,Jimmyberg,Non-Vegetarian,Snacks
875,Bread,19,3/29/2025,721,Catering Service,Port Staceymouth,Non-Vegetarian,Breakfast
876,Salad,38,3/20/2025,78,Restaurant,North Susan,Vegan,Snacks
877,Chicken,8,3/20/2025,374,Grocery Store,Steeleport,Non-Vegetarian,Lunch
878,Rice,23,3/29/2025,17,Catering Service,West Dawn,Non-Vegetarian,Snacks
879,Chicken,21,3/25/2025,778,Catering Service,Edwardsbury,Non-Vegetarian,Dinner
880,Soup,35,3/25/2025,954,Catering Service,Randallchester,Vegetarian,Lunch
881,Dairy,43,3/17/2025,655,Restaurant,Jimmyberg,Vegetarian,Lunch
882,Salad,43,3/23/2025,138,Grocery Store,North Sherrimouth,Vegan,Lunch
883,Bread,8,3/23/2025,857,Supermarket,Jordanborough,Vegetarian,Lunch
884,Chicken,27,3/28/2025,371,Grocery Store,Solisburgh,Vegetarian,Lunch
885,Rice,44,3/22/2025,503,Restaurant,Joseville,Vegan,Lunch
886,Bread,48,3/20/2025,423,Restaurant,South Justinborough,Vegetarian,Breakfast
887,Soup,12,3/21/2025,825,Supermarket,South Bryan,Vegetarian,Lunch
888,Salad,6,3/25/2025,50,Catering Service,West Danielborough,Non-Vegetarian,Snacks
889,Soup,21,3/16/2025,266,Grocery Store,Port Ronaldshire,Vegan,Snacks
890,Chicken,40,3/28/2025,41,Catering Service,Bentleyburgh,Vegan,Lunch
891,Chicken,9,3/18/2025,539,Restaurant,Watsonton,Vegetarian,Lunch
892,Bread,42,3/19/2025,405,Supermarket,Kevinfort,Vegetarian,Dinner
893,Salad,3,3/28/2025,46,Grocery Store,South Lisaberg,Vegan,Lunch
894,Pasta,43,3/25/2025,310,Grocery Store,Saraburgh,Vegetarian,Dinner
895,Pasta,38,3/29/2025,888,Supermarket,West Sharonview,Vegan,Snacks
896,Vegetables,32,3/18/2025,547,Restaurant,Batesstad,Vegetarian,Snacks
897,Chicken,5,3/20/2025,638,Restaurant,Jeffreyport,Non-Vegetarian,Lunch
898,Fish,28,3/27/2025,87,Grocery Store,West Adam,Non-Vegetarian,Breakfast
899,Pasta,44,3/29/2025,5,Grocery Store,Valentineside,Vegetarian,Snacks
900,Dairy,31,3/29/2025,732,Supermarket,Ginaview,Non-Vegetarian,Breakfast
901,Vegetables,38,3/26/2025,183,Grocery Store,South Anne,Vegetarian,Dinner
902,Salad,34,3/30/2025,347,Supermarket,Louismouth,Vegan,Snacks
903,Rice,25,3/30/2025,452,Supermarket,New Erica,Vegetarian,Breakfast
904,Chicken,40,3/22/2025,709,Restaurant,South Kathryn,Vegetarian,Breakfast
905,Bread,37,3/25/2025,2,Grocery Store,East Sheena,Vegan,Dinner
906,Soup,17,3/30/2025,191,Grocery Store,Lake Jessicamouth,Vegan,Snacks
907,Chicken,17,3/16/2025,175,Catering Service,Katherinefurt,Vegan,Lunch
908,Rice,16,3/27/2025,463,Grocery Store,East Edwinburgh,Non-Vegetarian,Snacks
909,Fish,10,3/28/2025,831,Catering Service,Lewishaven,Vegan,Snacks
910,Salad,37,3/19/2025,533,Catering Service,Rogersmouth,Vegetarian,Breakfast
911,Fish,5,3/21/2025,124,Supermarket,Lake Shelby,Vegetarian,Dinner
912,Dairy,6,3/28/2025,334,Grocery Store,South Jillshire,Non-Vegetarian,Breakfast
913,Fruits,39,3/22/2025,962,Catering Service,Alexanderchester,Vegetarian,Dinner
914,Chicken,18,3/27/2025,995,Supermarket,Manningshire,Vegan,Dinner
915,Vegetables,35,3/22/2025,198,Restaurant,Port Karen,Non-Vegetarian,Snacks
916,Rice,47,3/16/2025,920,Restaurant,New Calebberg,Non-Vegetarian,Snacks
917,Soup,15,3/28/2025,393,Restaurant,Heatherview,Vegan,Dinner
918,Dairy,8,3/29/2025,583,Catering Service,Marcstad,Vegetarian,Breakfast
919,Soup,35,3/26/2025,52,Supermarket,Port Dianaberg,Non-Vegetarian,Dinner
920,Soup,2,3/19/2025,691,Restaurant,Youngchester,Vegetarian,Snacks
921,Chicken,6,3/26/2025,59,Grocery Store,Marissaville,Vegetarian,Snacks
922,Soup,32,3/22/2025,312,Restaurant,North Ianbury,Non-Vegetarian,Dinner
923,Fruits,42,3/24/2025,161,Supermarket,Perezport,Vegan,Snacks
924,Fish,3,3/20/2025,764,Restaurant,New Travisshire,Vegetarian,Dinner
925,Salad,12,3/26/2025,665,Catering Service,West Billborough,Non-Vegetarian,Lunch
926,Rice,41,3/16/2025,240,Catering Service,Andreaborough,Vegetarian,Snacks
927,Fruits,39,3/26/2025,261,Grocery Store,South Richardhaven,Vegetarian,Snacks
928,Bread,20,3/20/2025,852,Grocery Store,East Shanestad,Vegetarian,Breakfast
929,Bread,23,3/26/2025,181,Restaurant,Taylormouth,Vegan,Lunch
930,Chicken,33,3/18/2025,983,Grocery Store,Herbertbury,Vegan,Lunch
931,Vegetables,49,3/23/2025,139,Supermarket,Port Connie,Vegan,Snacks
932,Pasta,11,3/18/2025,857,Supermarket,Jordanborough,Vegetarian,Dinner
933,Dairy,17,3/30/2025,478,Catering Service,Lake Regina,Non-Vegetarian,Lunch
934,Salad,50,3/29/2025,951,Grocery Store,Spenceland,Vegan,Breakfast
935,Vegetables,24,3/25/2025,608,Grocery Store,Collinsmouth,Vegetarian,Dinner
936,Chicken,32,3/30/2025,381,Supermarket,Martinville,Non-Vegetarian,Breakfast
937,Bread,18,3/27/2025,916,Catering Service,Patrickfort,Non-Vegetarian,Lunch
938,Vegetables,7,3/22/2025,162,Restaurant,Penabury,Vegan,Breakfast
939,Rice,45,3/18/2025,983,Grocery Store,Herbertbury,Non-Vegetarian,Dinner
940,Fish,36,3/27/2025,890,Restaurant,Pereztown,Vegan,Lunch
941,Fish,1,3/16/2025,745,Grocery Store,East Lisa,Vegan,Lunch
942,Rice,44,3/30/2025,591,Grocery Store,New Leslieport,Vegan,Dinner
943,Bread,13,3/19/2025,413,Catering Service,North Mike,Vegan,Lunch
944,Vegetables,41,3/17/2025,807,Supermarket,Williamland,Vegan,Breakfast
945,Vegetables,16,3/21/2025,351,Grocery Store,South Stefanietown,Vegetarian,Breakfast
946,Vegetables,29,3/26/2025,146,Supermarket,Jonathanhaven,Vegan,Breakfast
947,Bread,29,3/19/2025,176,Restaurant,East John,Vegetarian,Breakfast
948,Fruits,50,3/29/2025,421,Supermarket,Kylehaven,Vegan,Breakfast
949,Pasta,15,3/20/2025,632,Supermarket,Davidville,Vegetarian,Breakfast
950,Pasta,3,3/27/2025,619,Grocery Store,North Katelynland,Vegetarian,Snacks
951,Vegetables,20,3/16/2025,118,Supermarket,Lake Joseph,Vegan,Lunch
952,Pasta,32,3/28/2025,82,Supermarket,West Lauraborough,Vegan,Dinner
953,Soup,2,3/29/2025,731,Grocery Store,East Christophertown,Vegetarian,Breakfast
954,Rice,36,3/25/2025,780,Catering Service,North Caitlin,Vegan,Lunch
955,Soup,26,3/26/2025,276,Supermarket,Port Eric,Non-Vegetarian,Snacks
956,Chicken,39,3/30/2025,626,Supermarket,Heathermouth,Vegan,Snacks
957,Fish,39,3/22/2025,10,Catering Service,West Cherylfort,Vegan,Lunch
958,Soup,19,3/20/2025,794,Supermarket,Woodport,Vegetarian,Lunch
959,Pasta,26,3/18/2025,758,Catering Service,Port Patrick,Vegan,Breakfast
960,Fish,46,3/27/2025,920,Restaurant,New Calebberg,Vegetarian,Snacks
961,Soup,22,3/25/2025,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch
962,Soup,13,3/28/2025,62,Grocery Store,Marymouth,Vegetarian,Breakfast
963,Fish,33,3/16/2025,827,Grocery Store,East Kimberly,Vegan,Dinner
964,Rice,46,3/25/2025,192,Catering Service,Leslieville,Vegan,Dinner
