CODE,NAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
GIN,Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,Naissance vivante pour le VPO0 et Enfants survivants de VPO1 à VPO3
GIN,Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,Naissance vivante pour le VPO0 et Enfants survivants de VPO1 à VPO3
GIN,Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,1st contact grossesse
GIN,Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1st contact grossesse
GIN,Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,1st contact grossesse
GIN,Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse
GIN,Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse
GIN,Guinea,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,Enfants survivants
GMB,Gambia,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,0-11 months
GMB,Gambia,AFRO,2023.0,DTWP,DTwP (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,
GMB,Gambia,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2,
GMB,Gambia,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M3,
GMB,Gambia,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M4,
GMB,Gambia,AFRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,
GMB,Gambia,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9-Y14,"from October 2019: females; grade 3, grade 4-8 multi-cohort, 9-14 years out of school"
GMB,Gambia,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+Y1,"from October 2019: females; grade 3, grade 4-8 multi-cohort, 9-14 years out of school"
GMB,Gambia,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M4,
GMB,Gambia,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9,
GMB,Gambia,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,,General/routine,NATIONAL,M12,from April 2019; 12-24 months
GMB,Gambia,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,,General/routine,NATIONAL,M9,
GMB,Gambia,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,,General/routine,NATIONAL,M18,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M2,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M3,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M4,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,M9,
GMB,Gambia,AFRO,2023.0,OPV,OPV (Oral polio vaccine),6.0,,General/routine,NATIONAL,M18,
GMB,Gambia,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
GMB,Gambia,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M3,
GMB,Gambia,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M4,
GMB,Gambia,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
GMB,Gambia,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M3,
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,,General/routine,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,1st contact,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,,General/routine,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,+M6,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,+M1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,"Y15-Y49, pregnant and post-partum mothers"
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6,
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M12,
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,3.0,,General/routine,NATIONAL,M18,
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,4.0,,General/routine,NATIONAL,M24,
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,5.0,,General/routine,NATIONAL,M30,
GMB,Gambia,AFRO,2023.0,VITAMINA,Vitamin A supplements,6.0,,General/routine,NATIONAL,M36,
GMB,Gambia,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,
GNB,Guinea-Bissau,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),3.0,,General/routine,NATIONAL,W14,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,0-23 mois
GNB,Guinea-Bissau,AFRO,2023.0,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M15-M23,0-23 mois
GNB,Guinea-Bissau,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,,General/routine,NATIONAL,M9,0 a 11M
GNB,Guinea-Bissau,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,M1,
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,M2,
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,M6,
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,,General/routine,NATIONAL,M12,
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,,General/routine,NATIONAL,M24,
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6,6-59 mois
GNB,Guinea-Bissau,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M11,6-59 mois
GNB,Guinea-Bissau,AFRO,2023.0,VITAMINA,Vitamin A supplements,3.0,,General/routine,NATIONAL,M18,6-59 mois
GNB,Guinea-Bissau,AFRO,2023.0,VITAMINA,Vitamin A supplements,4.0,,General/routine,NATIONAL,M23-M59,6-59 mois
GNB,Guinea-Bissau,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,0-11 mois
GNQ,Equatorial Guinea,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,NACIDOS VIVOS
GNQ,Equatorial Guinea,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,,B,NACIDOS VIVOS
GNQ,Equatorial Guinea,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,NIÑOS SUPERVIVIENTES
GNQ,Equatorial Guinea,AFRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M18,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,NIÑOS SUPERVIVIENTES
GNQ,Equatorial Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,NIÑOS SUPERVIVIENTES
GNQ,Equatorial Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,NIÑOS SUPERVIVIENTES
GNQ,Equatorial Guinea,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,NIÑOS SUPERVIVIENTES
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,1st contact,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,,General/routine,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,,General/routine,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,+M6,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,+M1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,,M12,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,,M6,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,NIÑOS SUPERVIVIENTES
GRC,Greece,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Only for neonates that belong to high risk groups
GRC,Greece,EURO,2023.0,DTAP,DTaP (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023.0,DTAP,DTaP (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023.0,DTAP,DTaP (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023.0,DTAP,DTaP (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M15-M18,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023.0,DTAP,DTaP (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y18,High-risk groups
GRC,Greece,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,High-risk groups
GRC,Greece,EURO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,,General/routine,NATIONAL,M24,
GRC,Greece,EURO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,,General/routine,NATIONAL,M30,
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y18,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,TRAVELLERS,Travellers,NATIONAL,+M6,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,TRAVELLERS,Travellers,NATIONAL,+M1,"High risk groups; MSM, drug users, people with multiple sex partners/ STD/ end stage renal disease/ chronic liver disease/diabetes mellitus/ people at high risk to be exposed to blood or biological fluids (ie health workers)/ travellers visiting countries with intermediate to high prevalence of chronic HBV infection"
GRC,Greece,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,M2,HepB is given to all infants either at M2 or HepB is given at birth if the mother is HbsAg(+) or if the status of HbsAg is unknown
GRC,Greece,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M4,HepB is given to all infants either at M2 or HepB is given at birth if the mother is HbsAg(+) or if the status of HbsAg is unknown
GRC,Greece,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6-M18,HepB is given to all infants either at M2 or HepB is given at birth if the mother is HbsAg(+) or if the status of HbsAg is unknown
