coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	AFG	Afghanistan	1999	POLIO	Poliomyelitis	150
COUNTRIES	AFG	Afghanistan	1999	RUBELLA	Rubella	

vaccine-introduction-data.xlsx
ISO_3_CODE	COUNTRYNAME	WHO_REGION	YEAR	DESCRIPTION	INTRO
AFG	Afghanistan	EMRO	2023	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2023	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2023	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2023	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2023	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2023	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2023	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2023	IPV (Inactivated polio vaccine) 2nd dose	Yes
AFG	Afghanistan	EMRO	2023	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2023	Malaria vaccine	No
AFG	Afghanistan	EMRO	2023	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2023	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2023	Mumps vaccine	No
AFG	Afghanistan	EMRO	2023	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2023	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2023	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2023	Rubella vaccine	No
AFG	Afghanistan	EMRO	2023	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2023	Typhoid	No
AFG	Afghanistan	EMRO	2023	Varicella vaccine	No
AFG	Afghanistan	EMRO	2023	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2022	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2022	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2022	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2022	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2022	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2022	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2022	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2022	IPV (Inactivated polio vaccine) 2nd dose	Yes
AFG	Afghanistan	EMRO	2022	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2022	Malaria vaccine	No
AFG	Afghanistan	EMRO	2022	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2022	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2022	Mumps vaccine	No
AFG	Afghanistan	EMRO	2022	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2022	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2022	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2022	Rubella vaccine	No
AFG	Afghanistan	EMRO	2022	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2022	Typhoid	No
AFG	Afghanistan	EMRO	2022	Varicella vaccine	No
AFG	Afghanistan	EMRO	2022	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2021	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2021	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2021	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2021	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2021	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2021	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2021	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2021	IPV (Inactivated polio vaccine) 2nd dose	Yes
AFG	Afghanistan	EMRO	2021	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2021	Malaria vaccine	No
AFG	Afghanistan	EMRO	2021	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2021	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2021	Mumps vaccine	No
AFG	Afghanistan	EMRO	2021	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2021	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2021	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2021	Rubella vaccine	No
AFG	Afghanistan	EMRO	2021	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2021	Typhoid	No
AFG	Afghanistan	EMRO	2021	Varicella vaccine	No
AFG	Afghanistan	EMRO	2021	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2020	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2020	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2020	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2020	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2020	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2020	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2020	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2020	IPV (Inactivated polio vaccine) 2nd dose	Yes
AFG	Afghanistan	EMRO	2020	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2020	Malaria vaccine	No
AFG	Afghanistan	EMRO	2020	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2020	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2020	Mumps vaccine	No
AFG	Afghanistan	EMRO	2020	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2020	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2020	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2020	Rubella vaccine	No
AFG	Afghanistan	EMRO	2020	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2020	Typhoid	No
AFG	Afghanistan	EMRO	2020	Varicella vaccine	No
AFG	Afghanistan	EMRO	2020	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2019	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2019	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2019	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2019	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2019	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2019	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2019	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2019	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2019	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2019	Malaria vaccine	No
AFG	Afghanistan	EMRO	2019	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2019	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2019	Mumps vaccine	No
AFG	Afghanistan	EMRO	2019	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2019	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2019	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2019	Rubella vaccine	No
AFG	Afghanistan	EMRO	2019	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2019	Typhoid	No
AFG	Afghanistan	EMRO	2019	Varicella vaccine	No
AFG	Afghanistan	EMRO	2019	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2018	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2018	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2018	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2018	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2018	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2018	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2018	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2018	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2018	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2018	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2018	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2018	Mumps vaccine	No
AFG	Afghanistan	EMRO	2018	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2018	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2018	Rotavirus vaccine	Yes
AFG	Afghanistan	EMRO	2018	Rubella vaccine	No
AFG	Afghanistan	EMRO	2018	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2018	Typhoid	No
AFG	Afghanistan	EMRO	2018	Varicella vaccine	No
AFG	Afghanistan	EMRO	2018	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2017	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2017	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2017	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2017	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2017	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2017	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2017	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2017	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2017	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2017	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2017	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2017	Mumps vaccine	No
AFG	Afghanistan	EMRO	2017	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2017	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2017	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2017	Rubella vaccine	No
AFG	Afghanistan	EMRO	2017	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2017	Typhoid	No
AFG	Afghanistan	EMRO	2017	Varicella vaccine	No
AFG	Afghanistan	EMRO	2017	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2016	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2016	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2016	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2016	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2016	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2016	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2016	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2016	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2016	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2016	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2016	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2016	Mumps vaccine	No
AFG	Afghanistan	EMRO	2016	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2016	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2016	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2016	Rubella vaccine	No
AFG	Afghanistan	EMRO	2016	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2016	Typhoid	No
AFG	Afghanistan	EMRO	2016	Varicella vaccine	No
AFG	Afghanistan	EMRO	2016	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2015	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2015	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2015	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2015	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2015	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2015	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2015	IPV (Inactivated polio vaccine)	Yes
AFG	Afghanistan	EMRO	2015	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2015	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2015	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2015	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2015	Mumps vaccine	No
AFG	Afghanistan	EMRO	2015	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2015	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2015	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2015	Rubella vaccine	No
AFG	Afghanistan	EMRO	2015	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2015	Typhoid	No
AFG	Afghanistan	EMRO	2015	Varicella vaccine	No
AFG	Afghanistan	EMRO	2015	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2014	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2014	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2014	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2014	HepB birth dose	Yes
AFG	Afghanistan	EMRO	2014	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2014	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2014	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2014	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2014	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2014	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2014	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2014	Mumps vaccine	No
AFG	Afghanistan	EMRO	2014	PCV (Pneumococcal conjugate vaccine)	Yes
AFG	Afghanistan	EMRO	2014	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2014	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2014	Rubella vaccine	No
AFG	Afghanistan	EMRO	2014	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2014	Typhoid	No
AFG	Afghanistan	EMRO	2014	Varicella vaccine	No
AFG	Afghanistan	EMRO	2014	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2013	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2013	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2013	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2013	HepB birth dose	No
AFG	Afghanistan	EMRO	2013	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2013	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2013	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2013	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2013	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2013	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2013	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2013	Mumps vaccine	No
AFG	Afghanistan	EMRO	2013	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2013	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2013	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2013	Rubella vaccine	No
AFG	Afghanistan	EMRO	2013	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2013	Typhoid	No
AFG	Afghanistan	EMRO	2013	Varicella vaccine	No
AFG	Afghanistan	EMRO	2013	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2012	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2012	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2012	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2012	HepB birth dose	No
AFG	Afghanistan	EMRO	2012	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2012	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2012	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2012	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2012	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2012	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2012	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2012	Mumps vaccine	No
AFG	Afghanistan	EMRO	2012	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2012	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2012	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2012	Rubella vaccine	No
AFG	Afghanistan	EMRO	2012	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2012	Typhoid	No
AFG	Afghanistan	EMRO	2012	Varicella vaccine	No
AFG	Afghanistan	EMRO	2012	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2011	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2011	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2011	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2011	HepB birth dose	No
AFG	Afghanistan	EMRO	2011	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2011	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2011	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2011	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2011	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2011	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2011	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2011	Mumps vaccine	No
AFG	Afghanistan	EMRO	2011	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2011	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2011	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2011	Rubella vaccine	No
AFG	Afghanistan	EMRO	2011	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2011	Typhoid	No
AFG	Afghanistan	EMRO	2011	Varicella vaccine	No
AFG	Afghanistan	EMRO	2011	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2010	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2010	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2010	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2010	HepB birth dose	No
AFG	Afghanistan	EMRO	2010	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2010	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2010	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2010	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2010	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2010	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2010	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2010	Mumps vaccine	No
AFG	Afghanistan	EMRO	2010	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2010	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2010	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2010	Rubella vaccine	No
AFG	Afghanistan	EMRO	2010	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2010	Typhoid	No
AFG	Afghanistan	EMRO	2010	Varicella vaccine	No
AFG	Afghanistan	EMRO	2010	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2009	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2009	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2009	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2009	HepB birth dose	No
AFG	Afghanistan	EMRO	2009	Hib (Haemophilus influenzae type B) vaccine	Yes
AFG	Afghanistan	EMRO	2009	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2009	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2009	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2009	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2009	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2009	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2009	Mumps vaccine	No
AFG	Afghanistan	EMRO	2009	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2009	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2009	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2009	Rubella vaccine	No
AFG	Afghanistan	EMRO	2009	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2009	Typhoid	No
AFG	Afghanistan	EMRO	2009	Varicella vaccine	No
AFG	Afghanistan	EMRO	2009	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2008	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2008	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2008	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2008	HepB birth dose	No
AFG	Afghanistan	EMRO	2008	Hib (Haemophilus influenzae type B) vaccine	No
AFG	Afghanistan	EMRO	2008	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2008	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2008	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2008	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2008	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2008	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2008	Mumps vaccine	No
AFG	Afghanistan	EMRO	2008	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2008	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2008	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2008	Rubella vaccine	No
AFG	Afghanistan	EMRO	2008	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2008	Typhoid	No
AFG	Afghanistan	EMRO	2008	Varicella vaccine	No
AFG	Afghanistan	EMRO	2008	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2007	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2007	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2007	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2007	HepB birth dose	No
AFG	Afghanistan	EMRO	2007	Hib (Haemophilus influenzae type B) vaccine	No
AFG	Afghanistan	EMRO	2007	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2007	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2007	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2007	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2007	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2007	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2007	Mumps vaccine	No
AFG	Afghanistan	EMRO	2007	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2007	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2007	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2007	Rubella vaccine	No
AFG	Afghanistan	EMRO	2007	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2007	Typhoid	No
AFG	Afghanistan	EMRO	2007	Varicella vaccine	No
AFG	Afghanistan	EMRO	2007	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2006	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2006	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2006	Hepatitis B vaccine	Yes
AFG	Afghanistan	EMRO	2006	HepB birth dose	No
AFG	Afghanistan	EMRO	2006	Hib (Haemophilus influenzae type B) vaccine	No
AFG	Afghanistan	EMRO	2006	HPV (Human Papilloma Virus) vaccine	No
AFG	Afghanistan	EMRO	2006	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2006	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2006	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2006	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2006	Meningococcal meningitis vaccines (all strains)	No
AFG	Afghanistan	EMRO	2006	Mumps vaccine	No
AFG	Afghanistan	EMRO	2006	PCV (Pneumococcal conjugate vaccine)	No
AFG	Afghanistan	EMRO	2006	PPV (Pneumococcal polysaccharide vaccine)	No
AFG	Afghanistan	EMRO	2006	Rotavirus vaccine	No
AFG	Afghanistan	EMRO	2006	Rubella vaccine	No
AFG	Afghanistan	EMRO	2006	Seasonal Influenza vaccine	No
AFG	Afghanistan	EMRO	2006	Typhoid	No
AFG	Afghanistan	EMRO	2006	Varicella vaccine	No
AFG	Afghanistan	EMRO	2006	YF (Yellow fever) vaccine	No
AFG	Afghanistan	EMRO	2005	aP (acellular pertussis) vaccine	No
AFG	Afghanistan	EMRO	2005	Hepatitis A vaccine	No
AFG	Afghanistan	EMRO	2005	Hepatitis B vaccine	No
AFG	Afghanistan	EMRO	2005	HepB birth dose	No
AFG	Afghanistan	EMRO	2005	Hib (Haemophilus influenzae type B) vaccine	No
AFG	Afghanistan	EMRO	2005	IPV (Inactivated polio vaccine)	No
AFG	Afghanistan	EMRO	2005	IPV (Inactivated polio vaccine) 2nd dose	No
AFG	Afghanistan	EMRO	2005	Japanese Encephalitis	No
AFG	Afghanistan	EMRO	2005	Measles-containing vaccine 2nd dose	Yes
AFG	Afghanistan	EMRO	2005	Meningococcal meningitis vaccines (all strains)	No

vaccine-schedule-data.xlsx
ISO_3_CODE	COUNTRYNAME	WHO_REGION	YEAR	VACCINECODE	VACCINE_DESCRIPTION	SCHEDULEROUNDS	TARGETPOP	TARGETPOP_DESCRIPTION	GEOAREA	AGEADMINISTERED	SOURCECOMMENT
